ENST00000566782.1	ENSG00000261657	SLC25A26
ENST00000442855.2	ENSG00000234784	RP11-182I10.1
ENST00000445902.2	ENSG00000223501	VPS52
ENST00000384221.1	ENSG00000206948	SNORA36A
ENST00000266659.3	ENSG00000139278	GLIPR1
ENST00000608502.1	ENSG00000207955	MIR219-2
ENST00000450405.1	ENSG00000234491	HNRNPA1P51
ENST00000517148.1	ENSG00000252957	RNA5SP402
ENST00000514522.2	ENSG00000253816	RP11-1415C14.3
ENST00000362617.1	ENSG00000199487	Y_RNA
ENST00000420768.1	ENSG00000228050	TOP3BP1
ENST00000408735.1	ENSG00000221662	MIR1290
ENST00000424736.2	ENSG00000232499	RP11-512F24.1
ENST00000484151.1	ENSG00000228646	RPL31P13
ENST00000541415.1	ENSG00000196383	OR4Q2
ENST00000384489.1	ENSG00000207218	Y_RNA
ENST00000560128.1	ENSG00000259356	RP11-90E5.1
ENST00000435287.1	ENSG00000227220	RP11-69I8.3
ENST00000539895.1	ENSG00000175800	OR52B3P
ENST00000606379.1	ENSG00000272084	RP5-1126H10.2
ENST00000518524.1	ENSG00000253789	CTD-2571E19.1
ENST00000453790.1	ENSG00000227885	RP11-79N23.1
ENST00000429970.1	ENSG00000226401	RP5-965K10.3
ENST00000432623.1	ENSG00000234726	LL22NC03-123E1.5
ENST00000417161.1	ENSG00000225233	RP11-554K11.2
ENST00000506170.1	ENSG00000249266	MTHFD2P6
ENST00000363936.1	ENSG00000200806	RNA5SP275
ENST00000354955.4	ENSG00000122176	FMOD
ENST00000582644.1	ENSG00000266098	AL137127.1
ENST00000606654.1	ENSG00000272216	LL22NC03-2H8.5
ENST00000429053.1	ENSG00000228614	RP13-476E20.1
ENST00000305045.2	ENSG00000169484	OR4K14
ENST00000384611.1	ENSG00000207341	RNA5SP64
ENST00000430428.1	ENSG00000236166	RP3-523C21.2
ENST00000372585.5	ENSG00000137204	SLC22A7
ENST00000408099.1	ENSG00000221026	AL592063.1
ENST00000533405.1	ENSG00000255046	RP11-297N6.4
ENST00000520874.1	ENSG00000253228	NRBF2P4
ENST00000437898.1	ENSG00000230424	RP1-43E13.2
ENST00000335251.6	ENSG00000164066	INTU
ENST00000421770.1	ENSG00000226411	CTD-2526L21.2
ENST00000366136.2	ENSG00000203307	RP11-375H19.2
ENST00000412149.1	ENSG00000234630	LL22NC03-2H8.4
ENST00000448677.1	ENSG00000238256	MTND5P20
ENST00000456240.1	ENSG00000228255	RP11-323I1.1
ENST00000474641.2	ENSG00000271218	RP3-523E19.2
ENST00000415275.1	ENSG00000228577	AC010731.2
ENST00000604801.1	ENSG00000270728	RP4-657E11.10
ENST00000446914.2	ENSG00000233877	RP11-182I10.2
ENST00000262608.8	ENSG00000099954	CECR2
ENST00000584644.1	ENSG00000265669	MIR548AJ1
ENST00000451784.1	ENSG00000230898	RP11-9L18.3
ENST00000383966.1	ENSG00000206693	SNORA56
ENST00000605464.1	ENSG00000271466	CICP24
ENST00000315693.2	ENSG00000176253	OR4K13
ENST00000575312.1	ENSG00000262049	RP13-1032I1.7
ENST00000525330.1	ENSG00000254552	XIRP2-AS1
ENST00000435309.1	ENSG00000237272	OR51R1P
ENST00000426066.1	ENSG00000236850	BMS1P20
ENST00000415029.1	ENSG00000231653	AC010731.3
ENST00000431554.2	ENSG00000236740	RP11-411K7.1
ENST00000578020.1	ENSG00000266862	AC004595.1
ENST00000413805.2	ENSG00000229237	HMGN1P37
ENST00000576784.1	ENSG00000262831	RP11-498C9.2
ENST00000401133.1	ENSG00000215952	MIR921
ENST00000369153.2	ENSG00000178096	BOLA1
ENST00000413008.1	ENSG00000230948	AP001331.1
ENST00000413412.1	ENSG00000232450	RP4-730K3.3
ENST00000408856.1	ENSG00000221783	MIR1183
ENST00000363533.1	ENSG00000200403	RNU6-1099P
ENST00000411313.1	ENSG00000223245	RNU4-63P
ENST00000379802.3	ENSG00000096696	DSP
ENST00000610052.1	ENSG00000273186	RP11-339B21.10
ENST00000440057.1	ENSG00000227397	CTD-2526L21.3
ENST00000422700.1	ENSG00000228495	LINC01013
ENST00000400979.2	ENSG00000215835	RP11-9L18.2
ENST00000583604.1	ENSG00000265192	RN7SL85P
ENST00000442316.1	ENSG00000228222	AC074363.1
ENST00000527287.1	ENSG00000171999	OR52P2P
ENST00000516184.1	ENSG00000251993	RNA5SP227
ENST00000543490.1	ENSG00000235118	AC010731.4
ENST00000576554.1	ENSG00000262413	RP11-498C9.3
ENST00000315683.1	ENSG00000176246	OR4L1
ENST00000398796.2	ENSG00000214691	AC104654.1
ENST00000481521.2	ENSG00000240490	RN7SL277P
ENST00000604503.1	ENSG00000271706	hsa-mir-335
ENST00000418558.1	ENSG00000236574	RP11-340I6.4
ENST00000257555.6	ENSG00000135100	HNF1A
ENST00000364739.1	ENSG00000201609	RNU4-28P
ENST00000459595.1	ENSG00000238357	RNU7-148P
ENST00000605074.1	ENSG00000270869	RP11-2E11.9
ENST00000518921.1	ENSG00000237810	CTD-2571E19.3
ENST00000447748.1	ENSG00000226891	RP11-182I10.3
ENST00000509438.2	ENSG00000219682	RP3-425P12.4
ENST00000433082.2	ENSG00000230461	PROX1-AS1
ENST00000272224.3	ENSG00000143869	GDF7
ENST00000458906.1	ENSG00000239027	snoU13
ENST00000605205.1	ENSG00000270515	RP11-2E11.8
ENST00000458208.1	ENSG00000107796	ACTA2
ENST00000455716.1	ENSG00000232597	AC013727.1
ENST00000261837.7	ENSG00000069966	GNB5
ENST00000582866.1	ENSG00000263731	RP11-498C9.15
ENST00000397819.2	ENSG00000214211	CTAGE14P
ENST00000428146.1	ENSG00000225451	RP11-340I6.5
ENST00000408103.1	ENSG00000221030	AC010930.1
ENST00000377977.3	ENSG00000204929	AC074391.1
ENST00000579965.2	ENSG00000270561	COPG2IT1
ENST00000416470.1	ENSG00000235185	RP5-1056L3.1
ENST00000315543.4	ENSG00000176230	OR4K17
ENST00000425271.1	ENSG00000229588	RP11-479J7.2
ENST00000531655.1	ENSG00000225101	OR52K3P
ENST00000581933.2	ENSG00000266516	RP11-303K3.1
ENST00000449048.2	ENSG00000228510	RP11-339B21.8
ENST00000447761.1	ENSG00000236141	AC013727.2
ENST00000441845.1	ENSG00000236996	MLIP-IT1
ENST00000564402.1	ENSG00000260786	RP11-112L7.1
ENST00000579981.1	ENSG00000263859	RP11-498C9.16
ENST00000605530.1	ENSG00000270461	RP11-36B6.1
ENST00000573276.1	ENSG00000262400	RP11-191A15.1
ENST00000164139.3	ENSG00000068976	PYGM
ENST00000448643.1	ENSG00000225325	RP11-479J7.1
ENST00000520037.1	ENSG00000253754	RP11-35G22.1
ENST00000408606.1	ENSG00000221533	MIR1184-1
ENST00000584681.1	ENSG00000266572	AC016831.5
ENST00000429398.1	ENSG00000231128	RP5-1073O3.2
ENST00000578695.1	ENSG00000263927	AC099759.1
ENST00000296545.7	ENSG00000164136	IL15
ENST00000413293.1	ENSG00000272779	LL22NC03-80A10.6
ENST00000333629.1	ENSG00000184394	OR4N5
ENST00000426087.1	ENSG00000213083	AC010731.6
ENST00000402323.2	ENSG00000218143	ERHP2
ENST00000580897.1	ENSG00000264769	RP11-498C9.12
ENST00000382740.3	ENSG00000243287	RPS17P14
ENST00000507707.1	ENSG00000248873	SERBP1P6
ENST00000414298.1	ENSG00000226616	OR52M2P
ENST00000412112.3	ENSG00000256637	RP11-76I14.1
ENST00000457263.1	ENSG00000226396	RPS14P3
ENST00000518078.1	ENSG00000254050	RP11-577N1.1
ENST00000429447.1	ENSG00000243104	AC012363.10
ENST00000331747.6	ENSG00000185031	SLC2A3P2
ENST00000407885.2	ENSG00000217805	RP11-191A15.2
ENST00000367603.2	ENSG00000010818	HIVEP2
ENST00000384589.1	ENSG00000207319	Y_RNA
ENST00000415971.1	ENSG00000234065	MTND4P26
ENST00000436045.1	ENSG00000230231	FMO7P
ENST00000255695.1	ENSG00000133328	HRASLS2
ENST00000318052.8	ENSG00000233476	EEF1A1P6
ENST00000419615.1	ENSG00000224069	CTD-2183H9.7
ENST00000454736.1	ENSG00000235434	RP11-91K11.2
ENST00000579223.1	ENSG00000263468	MIR3130-1
ENST00000436982.2	ENSG00000235335	AC016723.4
ENST00000438005.1	ENSG00000223549	MTND5P28
ENST00000357366.3	ENSG00000196832	OR11G2
ENST00000518404.1	ENSG00000253975	RP11-577N1.2
ENST00000422578.2	ENSG00000180723	OR51A9P
ENST00000520765.1	ENSG00000253657	RP11-25P11.2
ENST00000436538.1	ENSG00000225724	LL22NC03-80A10.11
ENST00000561915.1	ENSG00000260171	RP11-95H11.1
ENST00000436551.1	ENSG00000234362	AC104654.2
ENST00000410441.1	ENSG00000222373	RNY5P5
ENST00000217159.1	ENSG00000101187	SLCO4A1
ENST00000420801.1	ENSG00000225951	ODF2-AS1
ENST00000434196.2	ENSG00000235050	MLIP-AS1
ENST00000607528.1	ENSG00000272506	RP4-535B20.4
ENST00000585021.1	ENSG00000265571	AC016831.3
ENST00000419536.1	ENSG00000226167	AP4B1-AS1
ENST00000583770.1	ENSG00000264238	AL590084.1
ENST00000440829.1	ENSG00000232515	LL22NC03-75A1.9
ENST00000488028.2	ENSG00000242688	RN7SL304P
ENST00000438070.1	ENSG00000229321	AC008269.2
ENST00000458411.1	ENSG00000238259	AC067940.1
ENST00000580080.1	ENSG00000264891	AL359091.1
ENST00000354221.4	ENSG00000162999	DUSP19
ENST00000401481.2	ENSG00000219681	RP11-191A15.4
ENST00000390955.1	ENSG00000212257	RNU6-1176P
ENST00000437837.1	ENSG00000235840	AC012363.13
ENST00000431027.1	ENSG00000227066	RP3-340N1.2
ENST00000521504.1	ENSG00000253949	RP11-790J24.1
ENST00000462985.2	ENSG00000239230	RN7SL95P
ENST00000315519.2	ENSG00000176219	OR11H6
ENST00000427807.1	ENSG00000223912	EEF1A1P36
ENST00000580455.1	ENSG00000265996	MIR3671
ENST00000415978.1	ENSG00000237859	EEF1A1P31
ENST00000453999.1	ENSG00000237428	LL22NC03-22A12.9
ENST00000517199.2	ENSG00000253008	MIR2355
ENST00000489529.2	ENSG00000241074	RN7SL813P
ENST00000417795.1	ENSG00000233006	AC034220.3
ENST00000608504.1	ENSG00000197674	OR51C1P
ENST00000380008.1	ENSG00000205424	AL592528.1
ENST00000413898.2	ENSG00000235733	RP3-522P13.3
ENST00000426704.1	ENSG00000228395	RP11-216B9.6
ENST00000362265.1	ENSG00000199135	MIR101-1
ENST00000413991.1	ENSG00000237614	AC073257.2
ENST00000583305.1	ENSG00000265694	MIR4774
ENST00000519377.1	ENSG00000253580	RP11-790J24.2
ENST00000442226.1	ENSG00000225986	UBXN10-AS1
ENST00000428777.1	ENSG00000237892	KLF7-IT1
ENST00000607258.1	ENSG00000272167	RP11-53A1.2
ENST00000450706.1	ENSG00000235527	RP5-1073O3.7
ENST00000421465.2	ENSG00000228231	RP11-124I4.2
ENST00000448344.1	ENSG00000231485	RP4-535B20.1
ENST00000605015.1	ENSG00000271108	KATNBL1P5
ENST00000362478.1	ENSG00000199348	RNU6-766P
ENST00000443622.1	ENSG00000228470	RP11-176D17.3
ENST00000553765.1	ENSG00000258806	OR11H7
ENST00000506867.1	ENSG00000250860	CTD-2265D6.2
ENST00000443400.1	ENSG00000232603	LL22NC03-22A12.12
ENST00000609912.1	ENSG00000272634	OR51F5P
ENST00000432474.1	ENSG00000232140	AC073257.1
ENST00000493462.2	ENSG00000216718	RP3-522P13.1
ENST00000451618.1	ENSG00000224413	AP001476.2
ENST00000416486.2	ENSG00000235804	RP4-535B20.2
ENST00000435954.2	ENSG00000213335	CLNS1AP1
ENST00000435643.1	ENSG00000224342	AC007879.1
ENST00000432577.1	ENSG00000213036	RP11-365D23.4
ENST00000435552.1	ENSG00000228105	RP3-340N1.6
ENST00000522485.1	ENSG00000254175	IGLVI-42
ENST00000364136.1	ENSG00000201006	Y_RNA
ENST00000524134.1	ENSG00000253796	RP11-1084E5.1
ENST00000315409.2	ENSG00000176198	OR11H4
ENST00000608157.1	ENSG00000272664	OR51C4P
ENST00000444923.1	ENSG00000226664	RP4-745E8.2
ENST00000421820.1	ENSG00000229774	AC018866.1
ENST00000425636.2	ENSG00000227617	CERS6-AS1
ENST00000518405.1	ENSG00000254073	IGLVVII-41-1
ENST00000581464.1	ENSG00000264307	AC016831.6
ENST00000323646.5	ENSG00000176485	PLA2G16
ENST00000519790.1	ENSG00000253818	IGLV1-41
ENST00000426519.1	ENSG00000234142	RP11-276E17.2
ENST00000534192.1	ENSG00000254828	RP11-72M10.5
ENST00000459581.1	ENSG00000238406	RNU7-171P
ENST00000448786.1	ENSG00000234902	AC007879.2
ENST00000458182.1	ENSG00000228968	AC096554.1
ENST00000438037.1	ENSG00000224144	ASH2LP1
ENST00000504175.2	ENSG00000250267	RP11-122A21.2
ENST00000403509.1	ENSG00000216347	RP3-334F4.2
ENST00000429512.1	ENSG00000228235	AP001476.4
ENST00000426428.1	ENSG00000236963	LINC01141
ENST00000504059.2	ENSG00000250867	RP11-1415C14.2
ENST00000425245.1	ENSG00000215819	KRT18P12
ENST00000518703.1	ENSG00000254185	RP11-419L20.2
ENST00000519982.1	ENSG00000253889	IGLVI-38
ENST00000397093.3	ENSG00000213972	RP3-522P13.2
ENST00000435738.1	ENSG00000226115	AP001476.3
ENST00000355513.4	ENSG00000215066	C9orf38
ENST00000451224.1	ENSG00000230821	KB-288A10.17
ENST00000604433.1	ENSG00000270780	RP4-590F24.1
ENST00000434461.1	ENSG00000238087	FMO8P
ENST00000436477.2	ENSG00000231421	AC006050.2
ENST00000428242.1	ENSG00000233767	PSMA6P3
ENST00000420053.1	ENSG00000233955	AHCYP3
ENST00000454444.1	ENSG00000225916	AC007879.4
ENST00000427516.2	ENSG00000227759	VTI1BP4
ENST00000516750.1	ENSG00000252559	SNORD112
ENST00000507847.2	ENSG00000250606	PRSS3P2
ENST00000343110.2	ENSG00000188783	PRELP
ENST00000529557.1	ENSG00000254663	OR4A11P
ENST00000420156.2	ENSG00000232895	RP4-543J13.1
ENST00000460469.1	ENSG00000169251	NMD3
ENST00000530760.1	ENSG00000255099	RP11-25D10.2
ENST00000426566.1	ENSG00000225343	RPL21P66
ENST00000453850.2	ENSG00000234496	MRPS21P1
ENST00000440545.1	ENSG00000240440	AC007879.3
ENST00000545336.1	ENSG00000123106	CCDC91
ENST00000454245.1	ENSG00000227438	AP001471.1
ENST00000432133.1	ENSG00000235321	AC007556.3
ENST00000367360.2	ENSG00000203722	RAET1G
ENST00000604963.1	ENSG00000271419	RP4-591B8.3
ENST00000523314.1	ENSG00000253631	IGLV7-35
ENST00000372771.4	ENSG00000117000	RLF
ENST00000439662.1	ENSG00000231622	RP4-700A9.1
ENST00000530847.1	ENSG00000254723	OR4A12P
ENST00000446649.1	ENSG00000237338	FTCD-AS1
ENST00000436141.1	ENSG00000235998	TAAR7P
ENST00000503096.1	ENSG00000250536	ABHD17AP3
ENST00000430494.1	ENSG00000229647	AC007879.7
ENST00000419501.1	ENSG00000226595	KB-288A10.19
ENST00000410797.1	ENSG00000222729	RNU2-67P
ENST00000384556.1	ENSG00000207286	Y_RNA
ENST00000427409.1	ENSG00000226984	RP4-591B8.2
ENST00000430840.1	ENSG00000235995	UBE2V1P6
ENST00000468501.1	ENSG00000241385	RP11-25D10.1
ENST00000454843.1	ENSG00000237449	TAAR4P
ENST00000384759.1	ENSG00000207490	RNU6-987P
ENST00000435739.1	ENSG00000229294	RP5-1044H5.1
ENST00000459485.1	ENSG00000239066	snoU13
ENST00000324198.6	ENSG00000100077	ADRBK2
ENST00000526326.1	ENSG00000254891	OR4A9P
ENST00000415026.1	ENSG00000228404	AP001468.58
ENST00000517208.1	ENSG00000253017	AL160037.1
ENST00000499137.2	ENSG00000246985	SOCS2-AS1
ENST00000490007.2	ENSG00000253120	IGLV2-34
ENST00000530667.1	ENSG00000255402	RP11-696P8.2
ENST00000458807.1	ENSG00000238322	snoU13
ENST00000436983.2	ENSG00000224584	RP11-365D23.2
ENST00000406712.1	ENSG00000220773	RP3-334F4.1
ENST00000526939.1	ENSG00000255077	OR4X7P
ENST00000418029.1	ENSG00000223901	AP001469.5
ENST00000421114.1	ENSG00000226487	RP4-749H3.2
ENST00000407805.2	ENSG00000217408	PRELID1P2
ENST00000428643.1	ENSG00000234705	HMGA1P4
ENST00000418850.1	ENSG00000223725	AC007879.5
ENST00000466509.1	ENSG00000240590	RP11-403P13.1
ENST00000523713.1	ENSG00000253920	IGLV3-31
ENST00000428703.1	ENSG00000234144	COX6CP13
ENST00000584304.1	ENSG00000263597	MIR3936
ENST00000443195.1	ENSG00000215520	RPS4XP4
ENST00000573301.1	ENSG00000262006	RP11-700H6.4
ENST00000561866.1	ENSG00000259874	RP11-170L3.2
ENST00000524362.1	ENSG00000253329	IGLV3-30
ENST00000327681.6	ENSG00000123552	USP45
ENST00000527592.1	ENSG00000255493	RP11-131J4.12
ENST00000454380.1	ENSG00000238160	AC116366.5
ENST00000328713.5	ENSG00000185221	GAPDHP24
ENST00000522896.1	ENSG00000253956	RP11-211F2.1
ENST00000501718.2	ENSG00000247011	RP11-700H6.1
ENST00000458831.1	ENSG00000239133	snoU13
ENST00000565294.1	ENSG00000259950	RP11-170L3.4
ENST00000466706.1	ENSG00000179073	TAAR3
ENST00000410692.1	ENSG00000222624	RNU2-15P
ENST00000506079.1	ENSG00000215456	BCRP4
ENST00000457635.2	ENSG00000225650	EIF2S2P5
ENST00000526498.1	ENSG00000254886	OR4A10P
ENST00000319443.1	ENSG00000178762	HIST1H2BPS1
ENST00000434352.1	ENSG00000228335	AC073063.10
ENST00000429871.1	ENSG00000237852	RP4-630A11.3
ENST00000513202.1	ENSG00000226259	GTF2H2B
ENST00000390600.2	ENSG00000211940	IGHV3-9
ENST00000523800.1	ENSG00000253107	CTD-2544L4.1
ENST00000365663.1	ENSG00000202533	Y_RNA
ENST00000414659.1	ENSG00000215424	MCM3AP-AS1
ENST00000321612.6	ENSG00000178445	GLDC
ENST00000512717.1	ENSG00000251665	RP11-700H6.2
ENST00000416008.1	ENSG00000227157	AC068535.2
ENST00000456086.1	ENSG00000223869	RP11-323K10.1
ENST00000577943.1	ENSG00000264438	RN7SL560P
ENST00000459379.1	ENSG00000238734	snoU13
ENST00000526032.1	ENSG00000255196	OR4A17P
ENST00000459362.1	ENSG00000238931	snoU13
ENST00000564017.2	ENSG00000261289	RP11-170L3.5
ENST00000583724.1	ENSG00000265230	RN7SL407P
ENST00000443631.1	ENSG00000223478	RP11-545E17.3
ENST00000583030.1	ENSG00000214719	AC005562.1
ENST00000364244.1	ENSG00000201114	Y_RNA
ENST00000443093.2	ENSG00000234290	AC116366.6
ENST00000451424.1	ENSG00000117242	PINK1-AS
ENST00000426714.1	ENSG00000224570	RP11-430H12.2
ENST00000402375.1	ENSG00000218194	HLFP1
ENST00000265997.4	ENSG00000107864	CPEB3
ENST00000582185.1	ENSG00000265648	RN7SL279P
ENST00000320868.5	ENSG00000206172	HBA1
ENST00000438824.1	ENSG00000225064	AC007879.6
ENST00000407852.2	ENSG00000220635	KRASP1
ENST00000529316.1	ENSG00000181950	OR4A13P
ENST00000455804.1	ENSG00000236480	PKMP1
ENST00000550466.1	ENSG00000257313	CR753846.2
ENST00000449772.1	ENSG00000225765	AC068535.3
ENST00000406683.2	ENSG00000216436	HIST1H2APS1
ENST00000523264.1	ENSG00000253122	RP11-238I10.1
ENST00000509833.1	ENSG00000249870	RP11-481C4.1
ENST00000406783.1	ENSG00000218991	CCNG1P1
ENST00000535128.1	ENSG00000257033	AL391357.1
ENST00000562077.1	ENSG00000261777	RP11-529K1.2
ENST00000520749.1	ENSG00000253717	KB-1299A7.2
ENST00000390601.2	ENSG00000211941	IGHV3-11
ENST00000408701.1	ENSG00000221628	MIR1302-4
ENST00000459088.1	ENSG00000238815	snoU13
ENST00000416715.1	ENSG00000232809	VDAC1P10
ENST00000402027.1	ENSG00000183169	POM121L1P
ENST00000430895.1	ENSG00000234484	RP1-55C23.7
ENST00000440621.1	ENSG00000235432	RP5-930J4.5
ENST00000393700.3	ENSG00000102032	RENBP
ENST00000521269.1	ENSG00000253994	KB-1299A7.1
ENST00000526321.1	ENSG00000255294	OR4A50P
ENST00000582106.1	ENSG00000265688	MAFG-AS1
ENST00000454426.1	ENSG00000242387	HIST1H2APS2
ENST00000459767.2	ENSG00000239319	RN7SL854P
ENST00000581917.1	ENSG00000264895	RP11-421E14.2
ENST00000440360.1	ENSG00000223433	AC079767.3
ENST00000436642.1	ENSG00000233069	RP5-930J4.2
ENST00000550409.1	ENSG00000258015	CR753846.3
ENST00000604613.1	ENSG00000270808	RP11-574K11.27
ENST00000604951.1	ENSG00000271488	RP1-55C23.8
ENST00000302176.8	ENSG00000170390	DCLK2
ENST00000424138.1	ENSG00000227466	RP11-397C12.1
ENST00000516137.1	ENSG00000251946	RNU6-1023P
ENST00000435042.1	ENSG00000223442	AC004041.2
ENST00000514726.1	ENSG00000249383	RP11-1018N14.1
ENST00000413451.1	ENSG00000203394	RP5-930J4.4
ENST00000517236.1	ENSG00000253045	RMRPP1
ENST00000459043.1	ENSG00000239055	snoU13
ENST00000525705.1	ENSG00000254962	OR4A14P
ENST00000367222.2	ENSG00000188770	OPTC
ENST00000563488.1	ENSG00000197476	RP11-170L3.7
ENST00000425089.1	ENSG00000224984	RP11-524H19.2
ENST00000384027.1	ENSG00000206754	SNORD101
ENST00000456638.2	ENSG00000272589	ZSWIM8-AS1
ENST00000608931.1	ENSG00000272558	U91328.21
ENST00000520084.1	ENSG00000253338	IGLV3-29
ENST00000594418.1	ENSG00000267834	RP11-167N5.5
ENST00000457984.1	ENSG00000229827	AC093899.3
ENST00000563449.2	ENSG00000261613	RP11-20I23.13
ENST00000429730.1	ENSG00000224137	AC079767.4
ENST00000516105.1	ENSG00000251914	RNU7-200P
ENST00000408573.1	ENSG00000221500	SNORD100
ENST00000523889.1	ENSG00000254241	RP11-946L20.1
ENST00000505978.1	ENSG00000249982	RP11-1018N14.3
ENST00000484057.2	ENSG00000242769	RN7SL432P
ENST00000390602.2	ENSG00000211942	IGHV3-13
ENST00000356150.5	ENSG00000035115	SH3YL1
ENST00000385099.1	ENSG00000207834	D86994.2
ENST00000408881.1	ENSG00000221808	MIR1256
ENST00000411220.1	ENSG00000223152	RNU4-88P
ENST00000365030.1	ENSG00000201900	Y_RNA
ENST00000607586.1	ENSG00000272065	U91328.20
ENST00000569220.1	ENSG00000261288	RP11-20I23.11
ENST00000363664.1	ENSG00000200534	SNORA33
ENST00000532759.1	ENSG00000181943	OR4A21P
ENST00000520681.1	ENSG00000253451	IGLV2-28
ENST00000562834.1	ENSG00000261116	RP3-523K23.2
ENST00000434147.1	ENSG00000224195	RP11-574K11.5
ENST00000510059.1	ENSG00000249658	RP11-1018N14.4
ENST00000447735.1	ENSG00000223793	HLA-DQA2
ENST00000365628.1	ENSG00000202498	SNORD116
ENST00000584034.1	ENSG00000264720	MIR3117
ENST00000362381.1	ENSG00000199251	RNU6-664P
ENST00000420703.1	ENSG00000233072	RPS15AP6
ENST00000262613.5	ENSG00000109062	SLC9A3R1
ENST00000434250.1	ENSG00000234055	RP11-247A12.1
ENST00000566960.1	ENSG00000260111	RP11-529K1.4
ENST00000569852.1	ENSG00000269937	RP11-20I23.8
ENST00000414995.1	ENSG00000229242	RP5-1111A8.3
ENST00000406019.1	ENSG00000220557	HMGB1P13
ENST00000520756.1	ENSG00000253913	IGLV3-26
ENST00000446730.2	ENSG00000229990	RP11-574K11.8
ENST00000408728.2	ENSG00000221655	AL354978.1
ENST00000426284.1	ENSG00000213082	PPP1R14BP2
ENST00000530880.1	ENSG00000254576	OR4C1P
ENST00000441895.2	ENSG00000225860	RP11-1018N14.2
ENST00000452683.1	ENSG00000227970	NR1H5P
ENST00000568304.1	ENSG00000260218	RP11-170L3.6
ENST00000494583.1	ENSG00000240043	RPS27P26
ENST00000444170.1	ENSG00000226072	AC016772.4
ENST00000606723.2	ENSG00000272462	U91328.19
ENST00000521893.1	ENSG00000253779	IGLVVI-25-1
ENST00000456389.1	ENSG00000231080	RP11-342H21.2
ENST00000524283.1	ENSG00000253877	RP11-946L20.2
ENST00000603720.1	ENSG00000271709	RP11-297J22.1
ENST00000562232.1	ENSG00000261140	RP11-20I23.6
ENST00000418731.1	ENSG00000232350	LL22NC03-102D1.16
ENST00000420702.1	ENSG00000146410	MTFR2
ENST00000446411.1	ENSG00000233620	RP11-22M7.2
ENST00000405336.1	ENSG00000220725	RP11-228O6.2
ENST00000416076.1	ENSG00000225761	RP11-417O11.5
ENST00000477875.1	ENSG00000215834	FMO9P
ENST00000398868.3	ENSG00000184743	ATL3
ENST00000408394.1	ENSG00000221321	AC016764.1
ENST00000390603.2	ENSG00000211943	IGHV3-15
ENST00000430365.2	ENSG00000144560	VGLL4
ENST00000516624.1	ENSG00000252433	SNORA31
ENST00000438185.1	ENSG00000223999	LL22NC03-102D1.18
ENST00000332881.2	ENSG00000183562	AC131971.1
ENST00000364714.1	ENSG00000201584	Y_RNA
ENST00000440929.1	ENSG00000233301	OR4C14P
ENST00000408594.1	ENSG00000221521	AL158151.2
ENST00000588341.1	ENSG00000267452	RP11-1018N14.5
ENST00000290231.6	ENSG00000124160	NCOA5
ENST00000517265.1	ENSG00000253074	RNU6-586P
ENST00000431514.2	ENSG00000236073	RP11-487E1.2
ENST00000441053.1	ENSG00000234455	AC067960.1
ENST00000363894.1	ENSG00000200764	Y_RNA
ENST00000408806.1	ENSG00000221733	AL109843.1
ENST00000583521.1	ENSG00000263585	RP11-498C9.13
ENST00000608919.1	ENSG00000272810	U91328.22
ENST00000517477.1	ENSG00000253822	IGLV3-24
ENST00000522778.1	ENSG00000253103	RP11-946L20.4
ENST00000237822.3	ENSG00000118961	C2orf43
ENST00000609146.1	ENSG00000272851	RP11-801F7.1
ENST00000516307.1	ENSG00000252116	RNU4ATAC4P
ENST00000415681.1	ENSG00000214604	NPM1P36
ENST00000432984.1	ENSG00000236145	AC079988.3
ENST00000568208.1	ENSG00000260628	RP11-1166P10.1
ENST00000415556.1	ENSG00000235296	AC137723.5
ENST00000604166.1	ENSG00000271602	KRT8P49
ENST00000600965.1	ENSG00000268707	RP11-247A12.7
ENST00000525394.1	ENSG00000254841	OR4V1P
ENST00000432257.1	ENSG00000228523	RP4-763G1.1
ENST00000385095.1	ENSG00000207830	D86994.1
ENST00000461513.1	ENSG00000187504	RPL7P48
ENST00000437528.1	ENSG00000224447	HIST1H1PS2
ENST00000430808.1	ENSG00000235112	HSPE1P27
ENST00000451400.1	ENSG00000235597	LINC01102
ENST00000581168.1	ENSG00000264900	MIR4775
ENST00000361288.4	ENSG00000064995	TAF11
ENST00000450311.1	ENSG00000232723	AC013399.3
ENST00000454320.1	ENSG00000234816	U91328.2
ENST00000521183.1	ENSG00000253546	IGLVVI-22-1
ENST00000599172.2	ENSG00000268050	RP11-247A12.8
ENST00000610003.1	ENSG00000272559	OR51F3P
ENST00000390604.2	ENSG00000211944	IGHV3-16
ENST00000438548.2	ENSG00000213122	RPL23AP46
